Occurred_Date_From,ReformattedTime,DateTime,Occurred_Time_From,Description,district,Weekday,Month,Year,100 Block,100 Block CLEANED,AddressConsolidated,Lat,Long,,
8-15-08,10:15 PM,8-15-08 10:15 PM,2215,THEFT BICYCLE UNDER $5000,2,6,August,2008,2500 TRIUMPH ST    ,2500 TRIUMPH ST,2500 TRIUMPH ST,49.2838423,-123.0307483,,
8-16-08,12:00 AM,8-16-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,7,August,2008,POWELL ST / WATER ST,POWELL ST / WATER ST,POWELL ST & WATER ST,49.2833557,-123.1040629,,
8-16-08,11:45 AM,8-16-08 11:45 AM,1145,THEFT BICYCLE UNDER $5000,2,7,August,2008,1400 QUEBEC ST    ,1400 QUEBEC ST,1400 QUEBEC ST,49.273098,-123.1016084,,
8-16-08,2:00 PM,8-16-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,7,August,2008,1000 BLOCK THURLOW ST   ,1000 THURLOW ST,1000 THURLOW ST,49.2838989,-123.1258623,,
8-16-08,3:14 PM,8-16-08 3:14 PM,1514,THEFT BICYCLE UNDER $5000,2,7,August,2008,100 E HASTINGS ST   ,100 E HASTINGS ST,100 E HASTINGS ST,49.2812374,-123.1020531,,
8-16-08,4:00 PM,8-16-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,1,7,August,2008,GRANVILLE ST / W CORDOVA ST,GRANVILLE ST / W CORDOVA ST,GRANVILLE ST & W CORDOVA ST,49.2859984,-123.1127638,,
8-16-08,6:30 PM,8-16-08 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,7,August,2008,1200 BLOCK BURRARD ST   ,1200 BURRARD ST,1200 BURRARD ST,49.2787832,-123.1292068,,
8-17-08,1:00 AM,8-17-08 1:00 AM,100,THEFT BICYCLE UNDER $5000,2,1,August,2008,2300 FRANKLIN ST    ,2300 FRANKLIN ST,2300 FRANKLIN ST,49.2820367,-123.0577594,,
8-17-08,4:00 PM,8-17-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1,August,2008,1300 FOUNTAIN WAY CRT   ,1300 FOUNTAIN WAY CRT,1300 FOUNTAIN WAY CRT,49.2676822,-123.1352684,,
8-17-08,4:55 PM,8-17-08 4:55 PM,1655,THEFT BICYCLE UNDER $5000,1,1,August,2008,800 HORNBY ST    ,800 HORNBY ST,800 HORNBY ST,49.282123,-123.121993,,
8-17-08,5:00 PM,8-17-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,1,August,2008,1200 BIDWELL ST    ,1200 BIDWELL ST,1200 BIDWELL ST,49.2862352,-123.1402137,,
8-17-08,6:09 PM,8-17-08 6:09 PM,1809,THEFT BICYCLE UNDER $5000,2,1,August,2008,100 BLOCK WATER ST   ,100 WATER ST,100 WATER ST,49.2838562,-123.1065416,,
8-17-08,10:30 PM,8-17-08 10:30 PM,2230,THEFT BICYCLE UNDER $5000,1,1,August,2008,1200 HOWE ST    ,1200 HOWE ST,1200 HOWE ST,49.277757,-123.1273087,,
8-18-08,12:42 PM,8-18-08 12:42 PM,1242,THEFT BICYCLE UNDER $5000,3,2,August,2008,6900 LANARK ST    ,6900 LANARK ST,6900 LANARK ST,49.2218408,-123.0760041,,
8-18-08,2:00 PM,8-18-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,2,August,2008,200 E 54TH AVE   ,200 E 54TH AVE,200 E 54TH AVE,49.2210222,-123.1011467,,
8-18-08,3:30 PM,8-18-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,2,August,2008,BURRARD ST / W BROADWAY AVE,BURRARD ST / W BROADWAY AVE,BURRARD ST & W BROADWAY,49.2637357,-123.1457538,,
8-18-08,5:00 PM,8-18-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,2,August,2008,1100 W BROADWAY AVE   ,1100 W BROADWAY AVE,1100 W BROADWAY,49.2634326,-123.129105,,
8-19-08,7:05 AM,8-19-08 7:05 AM,705,THEFT BICYCLE UNDER $5000,2,3,August,2008,1200 MAIN ST    ,1200 MAIN ST,1200 MAIN ST,49.2722535,-123.0999466,,
8-19-08,7:45 AM,8-19-08 7:45 AM,745,THEFT BICYCLE UNDER $5000,4,3,August,2008,2700 LAUREL ST    ,2700 LAUREL ST,2700 LAUREL ST,49.2615307,-123.1253629,,
8-19-08,9:30 AM,8-19-08 9:30 AM,930,THEFT BICYCLE UNDER $5000,2,3,August,2008,2300 CASSIAR ST    ,2300 CASSIAR ST,2300 CASSIAR ST,49.2638639,-123.0309901,,
8-19-08,6:30 PM,8-19-08 6:30 PM,1830,THEFT BICYCLE UNDER $5000,3,3,August,2008,1500 KINGSWAY AVE    ,1500 KINGSWAY,1500 KINGSWAY,49.2300995,-123.0046949,,
8-19-08,8:00 PM,8-19-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,3,August,2008,1200 BLOCK SEYMOUR ST   ,1200 SEYMOUR ST,1200 SEYMOUR ST,49.2764524,-123.125262,,
8-19-08,9:40 PM,8-19-08 9:40 PM,2140,THEFT BICYCLE UNDER $5000,1,3,August,2008,700 BLOCK SEYMOUR ST   ,700 SEYMOUR ST,700 SEYMOUR ST,49.2814345,-123.117746,,
8-19-08,10:00 PM,8-19-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,3,August,2008,1100 BLOCK MARINASIDE CRES   ,1100 MARINASIDE CRES,1000-1200 MARINASIDE CRES,49.2728853,-123.1200149,,
8-20-08,9:00 AM,8-20-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,4,August,2008,500 RICHARDS ST    ,500 RICHARDS ST,500 RICHARDS ST,49.2830254,-123.1134081,,
8-20-08,3:00 PM,8-20-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,4,August,2008,500 POWELL ST    ,500 POWELL ST,500 POWELL ST,49.2830862,-123.0931476,,
8-20-08,9:10 PM,8-20-08 9:10 PM,2110,THEFT BICYCLE UNDER $5000,1,4,August,2008,600 W WATERFRONT RD   ,600 W WATERFRONT RD,600-1000 W WATERFRONT RD,49.2885464,-123.1187093,,
8-20-08,10:00 PM,8-20-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,4,August,2008,HOMER ST / W PENDER ST,HOMER ST / W PENDER ST,HOMER ST & W PENDER ST,49.282763,-123.1119172,,
8-20-08,11:00 PM,8-20-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,4,August,2008,1300 BLOCK DISCOVERY ST   ,1300 DISCOVERY ST,1300 DISCOVERY ST,49.2756309,-123.2016492,,
8-21-08,7:00 PM,8-21-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,5,August,2008,1800 FRANCES ST    ,1800 FRANCES ST,1800 FRANCES ST,49.2793816,-123.0684378,,
8-21-08,11:30 PM,8-21-08 11:30 PM,2330,THEFT BICYCLE UNDER $5000,4,5,August,2008,3100 W BROADWAY AVE   ,3100 W BROADWAY AVE,3100 W BROADWAY,49.264209,-123.1738803,,
8-22-08,12:00 AM,8-22-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,6,August,2008,MCLEAN DR / E 4TH AVE,MCLEAN DR / E 4TH AVE,MCLEAN DR & E 4TH AVE,49.2669266,-123.0754706,,
8-22-08,12:00 PM,8-22-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,3,6,August,2008,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR & E BROADWAY,49.2623855,-123.0697676,,
8-22-08,1:00 PM,8-22-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,6,August,2008,ABBOTT ST / WATER ST,ABBOTT ST / WATER ST,ABBOTT ST & WATER ST,49.2838442,-123.1064166,,
8-22-08,4:00 PM,8-22-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,6,August,2008,3800 POINT GREY RD   ,3800 POINT GREY RD,3800 POINT GREY RD,49.2722886,-123.1873704,,
8-22-08,8:00 PM,8-22-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,6,August,2008,DENMAN ST / ROBSON ST,DENMAN ST / ROBSON ST,DENMAN ST & ROBSON ST,49.2914913,-123.1354626,,
8-22-08,9:00 PM,8-22-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,6,August,2008,DAVIE ST / GRANVILLE ST,DAVIE ST / GRANVILLE ST,DAVIE ST & GRANVILLE ST,49.277146,-123.1261827,,
8-22-08,10:00 PM,8-22-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,6,August,2008,1000 E BROADWAY AVE   ,1000 E BROADWAY AVE,1000 E BROADWAY,49.2624163,-123.08339,,
8-22-08,11:00 PM,8-22-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,6,August,2008,3100 ST GEORGE ST   ,3100 ST GEORGE ST,3100 ST GEORGE ST,49.2572838,-123.0937405,,
8-23-08,3:00 AM,8-23-08 3:00 AM,300,THEFT BICYCLE UNDER $5000,4,7,August,2008,1700 W 12TH AVE   ,1700 W 12TH AVE,1700 W 12TH AVE,49.2608538,-123.1436214,,
8-23-08,12:10 PM,8-23-08 12:10 PM,1210,THEFT BICYCLE UNDER $5000,99,7,August,2008,1 NK_LOC,1 NK_LOC,1 NK_LOC,, ,,
8-23-08,6:00 PM,8-23-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,7,August,2008,4600 W 10TH AVE   ,4600 W 10TH AVE,4600 W 10TH AVE,49.2638681,-123.2123184,,
8-23-08,10:00 PM,8-23-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,7,August,2008,800 E 33RD AVE   ,800 E 33RD AVE,800 E 33RD AVE,49.240269,-123.0880236,,
8-24-08,4:00 PM,8-24-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1,August,2008,3800 W 18TH AVE   ,3800 W 18TH AVE,3800 W 18TH AVE,49.2564728,-123.1881531,,
8-24-08,5:30 PM,8-24-08 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,1,August,2008,8100 LABURNUM ST    ,8100 LABURNUM ST,8100 LABURNUM ST,49.2124028,-123.1495962,,
8-25-08,10:36 AM,8-25-08 10:36 AM,1036,THEFT BICYCLE UNDER $5000,2,2,August,2008,0 E CORDOVA ST   ,0 E CORDOVA ST,0 E CORDOVA ST,49.2824447,-123.1042543,,
8-25-08,6:00 PM,8-25-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,2,August,2008,HOMER ST / SMITHE ST,HOMER ST / SMITHE ST,HOMER ST & SMITHE ST,49.2784258,-123.1185147,,
8-25-08,9:00 PM,8-25-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,2,August,2008,400 W 13TH AVE   ,400 W 13TH AVE,400 W 13TH AVE,49.2594163,-123.1131073,,
8-25-08,10:00 PM,8-25-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,2,August,2008,900 CAMBIE ST    ,900 CAMBIE ST,900 CAMBIE ST,49.2772129,-123.1164502,,
8-26-08,2:00 PM,8-26-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,3,August,2008,1300 MAIN ST    ,1300 MAIN ST,1300 MAIN ST,49.2720331,-123.0999673,,
8-26-08,3:00 PM,8-26-08 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,3,August,2008,2700 E 4TH AVE   ,2700 E 4TH AVE,2700 E 4TH AVE,49.2666621,-123.0496441,,
8-26-08,5:00 PM,8-26-08 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,3,August,2008,1000 BEACH AVE    ,1000 BEACH AVE,1000 BEACH AVE,49.275995,-123.133781,,
8-26-08,8:50 PM,8-26-08 8:50 PM,2050,THEFT BICYCLE UNDER $5000,1,3,August,2008,300 BLOCK ROBSON ST   ,300 ROBSON ST,300 ROBSON ST,49.2791633,-123.1164515,,
8-27-08,8:30 AM,8-27-08 8:30 AM,830,THEFT BICYCLE UNDER $5000,2,4,August,2008,3500 NAPIER ST    ,3500 NAPIER ST,3500 NAPIER ST,49.2749329,-123.0285038,,
8-27-08,12:00 PM,8-27-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,2,4,August,2008,1400 QUEBEC ST    ,1400 QUEBEC ST,1400 QUEBEC ST,49.273098,-123.1016084,,
8-27-08,9:30 PM,8-27-08 9:30 PM,2130,THEFT BICYCLE UNDER $5000,4,4,August,2008,4000 W 35TH AVE   ,4000 W 35TH AVE,4000 W 35TH AVE,49.240505,-123.1938502,,
8-28-08,10:00 AM,8-28-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,5,August,2008,2500 BLOCK CAMBIE ST   ,2500 CAMBIE ST,2500 CAMBIE ST,49.2642358,-123.1146667,,
8-29-08,12:08 PM,8-29-08 12:08 PM,1208,THEFT BICYCLE UNDER $5000,2,6,August,2008,700 POWELL ST    ,700 POWELL ST,700 POWELL ST,49.2829906,-123.0893921,,
8-29-08,8:45 PM,8-29-08 8:45 PM,2045,THEFT BICYCLE UNDER $5000,1,6,August,2008,600 W CORDOVA ST   ,600 W CORDOVA ST,600 W CORDOVA ST,49.2855014,-123.1121486,,
8-29-08,10:10 PM,8-29-08 10:10 PM,2210,THEFT BICYCLE UNDER $5000,4,6,August,2008,3400 W 13TH AVE   ,3400 W 13TH AVE,3400 W 13TH AVE,49.2606419,-123.1799436,,
8-30-08,3:00 AM,8-30-08 3:00 AM,300,THEFT BICYCLE UNDER $5000,3,7,August,2008,E 12TH AVE / FRASER ST,E 12TH AVE / FRASER ST,E 12TH AVE & FRASER ST,49.2597249,-123.0891518,,
8-30-08,6:00 PM,8-30-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,7,August,2008,RICHARDS ST / HELMCKEN ST,RICHARDS ST / HELMCKEN ST,RICHARDS ST & HELMCKEN ST,49.2769321,-123.1226383,,
8-30-08,8:00 PM,8-30-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,7,August,2008,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR / E BROADWAY AVE,COMMERCIAL DR & E BROADWAY,49.2623855,-123.0697676,,
8-31-08,2:45 PM,8-31-08 2:45 PM,1445,THEFT BICYCLE UNDER $5000,2,1,August,2008,E PENDER ST / MAIN ST,E PENDER ST / MAIN ST,E PENDER ST & MAIN ST,49.2803878,-123.0996944,,
8-31-08,4:00 PM,8-31-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1,August,2008,2100 W 32ND AVE   ,2100 W 32ND AVE,2100 W 32ND AVE,49.2430007,-123.1535116,,
8-31-08,6:30 PM,8-31-08 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,1,August,2008,900 EXPO BLVD    ,900 EXPO BLVD,600-1000 EXPO BLVD,49.2764234,-123.1139765,,
8-31-08,8:19 PM,8-31-08 8:19 PM,2019,THEFT BICYCLE UNDER $5000,2,1,August,2008,400 E PENDER ST   ,400 E PENDER ST,400 E PENDER ST,49.2803078,-123.0953017,,
9-1-08,9:00 AM,9-1-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,2,September,2008,800 CAMBIE ST    ,800 CAMBIE ST,800 CAMBIE ST,49.2781497,-123.1150186,,
9-1-08,12:00 PM,9-1-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,2,September,2008,500 W 14TH AVE   ,500 W 14TH AVE,500 W 14TH AVE,49.2587284,-123.1151159,,
9-1-08,12:00 PM,9-1-08 12:00 PM,1200,THEFT BICYCLE UNDER $5000,4,2,September,2008,1800 SPYGLASS PL    ,1800 SPYGLASS PL,1800 SPYGLASS PL,49.2692174,-123.1152191,,
9-1-08,3:30 PM,9-1-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,1,2,September,2008,800 AVISON WAY    ,800 AVISON WAY,700-800 AVISON WAY,49.3002759,-123.1303614,,
9-1-08,7:30 PM,9-1-08 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,2,September,2008,HARO ST / CHILCO ST,HARO ST / CHILCO ST,HARO ST & CHILCO ST,49.2926897,-123.1394512,,
9-1-08,8:00 PM,9-1-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,2,September,2008,CAMBIE ST / W HASTINGS ST,CAMBIE ST / W HASTINGS ST,CAMBIE ST & W HASTINGS ST,49.282533,-123.1095664,,
9-1-08,8:30 PM,9-1-08 8:30 PM,2030,THEFT BICYCLE UNDER $5000,2,2,September,2008,300 BLOCK ABBOTT ST   ,300 ABBOTT ST,300 ABBOTT ST,49.2829485,-123.1067339,,
9-2-08,11:00 AM,9-2-08 11:00 AM,1100,THEFT BICYCLE UNDER $5000,1,3,September,2008,1600 ROBSON ST    ,1600 ROBSON ST,1600 ROBSON ST,49.2894987,-123.1323942,,
9-2-08,2:30 PM,9-2-08 2:30 PM,1430,THEFT BICYCLE UNDER $5000,4,3,September,2008,3300 OAK ST    ,3300 OAK ST,3300 OAK ST,49.2560213,-123.1272562,,
9-3-08,7:00 AM,9-3-08 7:00 AM,700,THEFT BICYCLE UNDER $5000,3,4,September,2008,2400 E 24TH AVE   ,2400 E 24TH AVE,2400 E 24TH AVE,49.2488115,-123.0544644,,
9-3-08,7:30 AM,9-3-08 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,4,September,2008,0 W 14TH AVE   ,0 W 14TH AVE,0 W 14TH AVE,49.2584602,-123.1051779,,
9-3-08,9:00 AM,9-3-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,4,September,2008,100 DRAKE ST    ,100 DRAKE ST,100 DRAKE ST,49.2719522,-123.1213996,,
9-3-08,9:00 AM,9-3-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,4,September,2008,500 BURRARD ST    ,500 BURRARD ST,500 BURRARD ST,49.2865676,-123.1178057,,
9-3-08,9:00 AM,9-3-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,3,4,September,2008,600 E 12TH AVE   ,600 E 12TH AVE,600 E 12TH AVE,49.25972,-123.0910188,,
9-3-08,2:00 PM,9-3-08 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,4,September,2008,300 BLOCK BURRARD ST   ,300 BURRARD ST,300 BURRARD ST,49.2839474,-123.1222115,,
9-3-08,6:00 PM,9-3-08 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,4,September,2008,1200 NELSON ST    ,1200 NELSON ST,1200 NELSON ST,49.2839388,-123.130272,,
9-3-08,7:00 PM,9-3-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,4,September,2008,THURLOW ST / DAVIE ST,THURLOW ST / DAVIE ST,THURLOW ST & DAVIE ST,49.2803931,-123.1311967,,
9-3-08,11:00 PM,9-3-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,4,September,2008,600 W 16TH AVE   ,600 W 16TH AVE,600 W 16TH AVE,49.2569386,-123.1180474,,
9-4-08,12:00 AM,9-4-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,5,September,2008,1000 VICTORIA DR    ,1000 VICTORIA DR,1000 VICTORIA DR,49.2756934,-123.0656053,,
9-4-08,12:00 AM,9-4-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,5,September,2008,1300 COMMERCIAL DR    ,1300 COMMERCIAL DR,1300 COMMERCIAL DR,49.2730134,-123.0695315,,
9-4-08,12:00 AM,9-4-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,5,September,2008,1400 W GEORGIA ST   ,1400 W GEORGIA ST,1400 W GEORGIA ST,49.2890714,-123.1283134,,
9-4-08,12:00 AM,9-4-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,5,September,2008,2100 DUNDAS ST    ,2100 DUNDAS ST,2100 DUNDAS ST,49.2847869,-123.0615403,,
9-4-08,9:13 AM,9-4-08 9:13 AM,913,THEFT BICYCLE UNDER $5000,4,5,September,2008,0 W 14TH AVE   ,0 W 14TH AVE,0 W 14TH AVE,49.2584602,-123.1051779,,
9-4-08,1:30 PM,9-4-08 1:30 PM,1330,THEFT BICYCLE UNDER $5000,1,5,September,2008,CARDERO ST / ROBSON ST,CARDERO ST / ROBSON ST,CARDERO ST & ROBSON ST,49.289457,-123.132303,,
9-4-08,10:00 PM,9-4-08 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,5,September,2008,1700 BALSAM ST    ,1700 BALSAM ST,1700 BALSAM ST,49.2708887,-123.1598069,,
9-4-08,11:00 PM,9-4-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,5,September,2008,1200 JERVIS ST    ,1200 JERVIS ST,1200 JERVIS ST,49.2821095,-123.1359595,,
9-5-08,1:00 AM,9-5-08 1:00 AM,100,THEFT BICYCLE UNDER $5000,2,6,September,2008,1800 E HASTINGS ST   ,1800 E HASTINGS ST,1800 E HASTINGS ST,49.2812126,-123.0683754,,
9-5-08,9:30 AM,9-5-08 9:30 AM,930,THEFT BICYCLE UNDER $5000,4,6,September,2008,400 W BROADWAY AVE   ,400 W BROADWAY AVE,400 W BROADWAY,49.2631852,-123.1129961,,
9-5-08,4:30 PM,9-5-08 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,6,September,2008,2200 W 8TH AVE   ,2200 W 8TH AVE,2200 W 8TH AVE,49.2647922,-123.1555405,,
9-6-08,12:17 AM,9-6-08 12:17 AM,17,THEFT BICYCLE UNDER $5000,2,7,September,2008,COLUMBIA ST / E HASTINGS ST,COLUMBIA ST / E HASTINGS ST,COLUMBIA ST & E HASTINGS ST,49.2813885,-123.1022635,,
9-6-08,4:00 PM,9-6-08 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,7,September,2008,400 BLOCK E 28TH AVE  ,400 E 28TH AVE,400 E 28TH AVE,49.245641,-123.0968979,,
9-6-08,4:30 PM,9-6-08 4:30 PM,1630,THEFT BICYCLE UNDER $5000,3,7,September,2008,100 E 12TH AVE   ,100 E 12TH AVE,100 E 12TH AVE,49.260225,-123.102993,,
9-6-08,4:30 PM,9-6-08 4:30 PM,1630,THEFT BICYCLE UNDER $5000,2,7,September,2008,300 WATER ST    ,300 WATER ST,300 WATER ST,49.2839614,-123.1072798,,
9-7-08,12:00 AM,9-7-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,1,September,2008,500 E 8TH AVE   ,500 E 8TH AVE,500 E 8TH AVE,49.2634631,-123.0932029,,
9-7-08,12:00 AM,9-7-08 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,1,September,2008,1600 W 1ST AVE   ,1600 W 1ST AVE,1600 W 1ST AVE,49.2705834,-123.1413772,,
9-7-08,2:00 AM,9-7-08 2:00 AM,200,THEFT BICYCLE UNDER $5000,2,1,September,2008,1000 VICTORIA DR    ,1000 VICTORIA DR,1000 VICTORIA DR,49.2756934,-123.0656053,,
9-7-08,8:30 PM,9-7-08 8:30 PM,2030,THEFT BICYCLE UNDER $5000,4,1,September,2008,2600 WATERLOO ST    ,2600 WATERLOO ST,2600 WATERLOO ST,49.2633415,-123.179874,,
9-7-08,9:30 PM,9-7-08 9:30 PM,2130,THEFT BICYCLE UNDER $5000,2,1,September,2008,1800 WILLIAM ST    ,1800 WILLIAM ST,1800 WILLIAM ST,49.2739325,-123.0674964,,
9-8-08,5:15 AM,9-8-08 5:15 AM,515,THEFT BICYCLE UNDER $5000,1,2,September,2008,700 CARDERO ST    ,700 CARDERO ST,700 CARDERO ST,49.2910594,-123.1298435,,
9-8-08,7:30 AM,9-8-08 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,2,September,2008,2200 W 12TH AVE   ,2200 W 12TH AVE,2200 W 12TH AVE,49.261031,-123.1554241,,
9-8-08,8:00 AM,9-8-08 8:00 AM,800,THEFT BICYCLE UNDER $5000,1,2,September,2008,400 BURRARD ST    ,400 BURRARD ST,400 BURRARD ST,49.2865908,-123.1175248,,
9-8-08,10:00 AM,9-8-08 10:00 AM,1000,THEFT BICYCLE UNDER $5000,2,2,September,2008,2300 CHARLES ST    ,2300 CHARLES ST,2300 CHARLES ST,49.2729426,-123.0578043,,
9-8-08,10:10 AM,9-8-08 10:10 AM,1010,THEFT BICYCLE UNDER $5000,2,2,September,2008,300 COLUMBIA ST    ,300 COLUMBIA ST,300 COLUMBIA ST,49.2823104,-123.1022099,,
9-8-08,12:45 PM,9-8-08 12:45 PM,1245,THEFT BICYCLE UNDER $5000,3,2,September,2008,2200 E 11TH AVE   ,2200 E 11TH AVE,2200 E 11TH AVE,49.2603889,-123.0600556,,
9-8-08,3:30 PM,9-8-08 3:30 PM,1530,THEFT BICYCLE UNDER $5000,1,2,September,2008,HORNBY ST / PACIFIC ST,HORNBY ST / PACIFIC ST,HORNBY ST & PACIFIC ST,49.2763164,-123.1313301,,
9-8-08,4:42 PM,9-8-08 4:42 PM,1642,THEFT BICYCLE UNDER $5000,1,2,September,2008,500 BURRARD ST    ,500 BURRARD ST,500 BURRARD ST,49.2865676,-123.1178057,,
9-8-08,9:00 PM,9-8-08 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,2,September,2008,0 W PENDER ST   ,0 W PENDER ST,0 W PENDER ST,49.2805977,-123.1049393,,
9-8-08,9:15 PM,9-8-08 9:15 PM,2115,THEFT BICYCLE UNDER $5000,1,2,September,2008,900 BLOCK NELSON ST   ,900 NELSON ST,900 NELSON ST,49.2801701,-123.1252409,,
9-8-08,11:00 PM,9-8-08 11:00 PM,2300,THEFT BICYCLE UNDER $5000,4,2,September,2008,2400 HEATHER ST    ,2400 HEATHER ST,2400 HEATHER ST,49.2642575,-123.1198166,,
9-9-08,9:00 AM,9-9-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,2,3,September,2008,700 BLOCK E HASTINGS ST  ,700 E HASTINGS ST,700 E HASTINGS ST,49.2811457,-123.0894699,,
9-9-08,1:00 PM,9-9-08 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,3,September,2008,HEATHER ST / W 8TH AVE,HEATHER ST / W 8TH AVE,HEATHER ST & W 8TH AVE,49.2642161,-123.1198362,,
9-9-08,5:05 PM,9-9-08 5:05 PM,1705,THEFT BICYCLE UNDER $5000,1,3,September,2008,600 W WATERFRONT RD   ,600 W WATERFRONT RD,600-1000 W WATERFRONT RD,49.2885464,-123.1187093,,
9-9-08,8:00 PM,9-9-08 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,3,September,2008,HOMER ST / ROBSON ST,HOMER ST / ROBSON ST,HOMER ST & ROBSON ST,49.2794727,-123.1169048,,
9-10-08,9:00 AM,9-10-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,2,4,September,2008,MAIN ST / TERMINAL AVE,MAIN ST / TERMINAL AVE,MAIN ST & TERMINAL AVE,49.2727191,-123.0999394,,
9-10-08,4:55 PM,9-10-08 4:55 PM,1655,THEFT BICYCLE UNDER $5000,2,4,September,2008,200 E HASTINGS ST   ,200 E HASTINGS ST,200 E HASTINGS ST,49.2813252,-123.0996132,,
9-10-08,7:00 PM,9-10-08 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,4,September,2008,200 W 19TH AVE   ,200 W 19TH AVE,200 W 19TH AVE,49.2538466,-123.1097097,,
9-10-08,9:55 PM,9-10-08 9:55 PM,2155,THEFT BICYCLE UNDER $5000,3,4,September,2008,100 E 15TH AVE   ,100 E 15TH AVE,100 E 15TH AVE,49.2575164,-123.1032882,,
9-11-08,9:00 AM,9-11-08 9:00 AM,900,THEFT BICYCLE UNDER $5000,3,5,September,2008,600 E 12TH AVE   ,600 E 12TH AVE,600 E 12TH AVE,49.25972,-123.0910188,,
9-11-08,9:30 AM,9-11-08 9:30 AM,930,THEFT BICYCLE UNDER $5000,4,5,September,2008,2200 W 32ND AVE   ,2200 W 32ND AVE,2200 W 32ND AVE,49.2430617,-123.1566743,,
