DateTime,Occurred_Time_From,Description,district,100 Block,Lat,Long
5-15-09 1:00 AM,100,THEFT BICYCLE UNDER $5000,1,ROBSON ST / JERVIS ST,49.287024,-123.128524
5-15-09 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,HOMER ST / W HASTINGS ST,49.2833967,-123.1109323
5-15-09 5:45 PM,1745,THEFT BICYCLE UNDER $5000,2,600 ABBOTT ST,49.2796864,-123.1075819
5-15-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,BURRARD ST / PACIFIC ST,49.2769767,-123.1323765
5-15-09 8:30 PM,2030,THEFT BICYCLE OVER $5000,2,1100 VICTORIA DR,49.2748593,-123.0656236
5-15-09 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,1100 SEYMOUR ST,49.2774983,-123.1236728
5-16-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
5-16-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,1,SEYMOUR ST / W GEORGIA ST,49.2818558,-123.1171355
5-16-09 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,1400 W 14TH AVE,49.2588554,-123.1361532
5-16-09 5:45 PM,1745,THEFT BICYCLE UNDER $5000,1,1500 ROBSON ST,49.2887818,-123.1314195
5-16-09 8:30 PM,2030,THEFT BICYCLE UNDER $5000,1,DRAKE ST / GRANVILLE ST,49.2761359,-123.1278309
5-17-09 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,DAVIE ST / MARINASIDE CRES,49.2734437,-123.1187866
5-17-09 1:00 PM,1300,THEFT BICYCLE UNDER $5000,2,700 E HASTINGS ST,49.2811457,-123.0894699
5-17-09 4:20 PM,1620,THEFT BICYCLE UNDER $5000,4,MAIN ST / E KING EDWARD AVE,49.2487788,-123.1010432
5-17-09 4:30 PM,1630,THEFT BICYCLE UNDER $5000,4,JOHNSTON ST / DURANLEAU ST,49.2726861,-123.1359518
5-17-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,2900 W 38TH AVE,49.2375598,-123.1700605
5-17-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,2,1800 PARKER ST,49.2757333,-123.0674602
5-18-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,200 E 16TH AVE,49.2565687,-123.101206
5-18-09 11:00 AM,1100,THEFT BICYCLE UNDER $5000,2,1600 E GEORGIA ST,49.2784959,-123.0726089
5-18-09 12:35 PM,1235,THEFT BICYCLE UNDER $5000,1,700 DUNSMUIR ST,49.2836327,-123.1164544
5-18-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,GRANVILLE ST / W 14TH AVE,49.2589178,-123.1387231
5-18-09 6:00 PM,1800,THEFT BICYCLE UNDER $5000,1,DAVIE ST / PACIFIC BLVD,49.2740355,-123.1214823
5-18-09 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,SEYMOUR ST / DAVIE ST,49.2765136,-123.1251945
5-18-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,3,3000 E KENT AVE S,49.2064711,-123.0445066
5-18-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,300 E 10TH AVE,49.2619777,-123.0984712
5-19-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,2200 W 3RD AVE,49.269041,-123.1549852
5-19-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,900 E HASTINGS ST,49.2810685,-123.0847941
5-19-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,1000 BEACH AVE,49.275995,-123.133781
5-19-09 5:45 PM,1745,THEFT BICYCLE UNDER $5000,4,1300 JOHNSTON ST,49.2702105,-123.132794
5-19-09 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,100 W BROADWAY AVE,49.2630401,-123.1069558
5-19-09 9:30 PM,2130,THEFT BICYCLE UNDER $5000,3,COMMERCIAL DR / E BROADWAY AVE,49.2623855,-123.0697676
5-20-09 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,1300 W 15TH AVE,49.2578457,-123.1339739
5-20-09 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,1900 W BROADWAY AVE,49.263605,-123.1483428
5-20-09 10:25 AM,1025,THEFT BICYCLE UNDER $5000,1,1100 SEYMOUR ST,49.2774983,-123.1236728
5-20-09 10:30 AM,1030,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
5-20-09 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,2200 W 5TH AVE,49.2673046,-123.15527
5-20-09 1:16 PM,1316,THEFT BICYCLE UNDER $5000,1,1000 EXPO BLVD,49.2764234,-123.1139765
5-20-09 3:35 PM,1535,THEFT BICYCLE UNDER $5000,1,500 HORNBY ST,49.2856055,-123.1172741
5-20-09 3:50 PM,1550,THEFT BICYCLE UNDER $5000,3,2300 GUELPH ST,49.2639315,-123.0948822
5-20-09 6:00 PM,1800,THEFT BICYCLE UNDER $5000,4,4200 FRASER ST,49.2476367,-123.0901315
5-21-09 7:20 AM,720,THEFT BICYCLE UNDER $5000,1,200 W PENDER ST,49.2812313,-123.1083844
5-21-09 8:00 AM,800,THEFT BICYCLE UNDER $5000,4,2200 W 2ND AVE,49.2699235,-123.154952
5-21-09 9:30 AM,930,THEFT BICYCLE UNDER $5000,2,E HASTINGS ST / MAIN ST,49.2813379,-123.0996501
5-21-09 2:37 PM,1437,THEFT BICYCLE UNDER $5000,4,1700 W 3RD AVE,49.2688623,-123.1433132
5-21-09 9:41 PM,2141,THEFT BICYCLE UNDER $5000,3,800 E 23RD AVE,49.2500552,-123.087732
5-22-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,4,1300 W KING EDWARD AVE,49.2492391,-123.1344969
5-22-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,3,2200 E 30TH AVE,49.242887,-123.0627175
5-22-09 10:00 PM,2200,THEFT BICYCLE UNDER $5000,1,BURRARD ST / SMITHE ST,49.2822373,-123.1244002
5-23-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,2700 CHANDLERY PL,49.2067677,-123.0513016
5-23-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 10TH AVE,49.2622736,-123.1147872
5-23-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,3700 W 10TH AVE,49.2634705,-123.1859858
5-23-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,W 7TH AVE / CAMBIE ST,49.2649139,-123.1146963
5-23-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,4,4600 DUNBAR ST,49.2451442,-123.185215
5-24-09 3:00 AM,300,THEFT BICYCLE UNDER $5000,4,4500 W 6TH AVE,49.2672708,-123.2091662
5-24-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,1,BEACH AVE / DAVIE ST,49.2876198,-123.1423871
5-24-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,E PENDER ST / MAIN ST,49.2803878,-123.0996944
5-24-09 4:00 PM,1600,THEFT BICYCLE UNDER $5000,2,1200 COMMERCIAL DR,49.273917,-123.0695122
5-24-09 10:00 PM,2200,THEFT BICYCLE UNDER $5000,2,0 WATER ST,49.2834932,-123.10441
5-24-09 10:07 PM,2207,THEFT BICYCLE UNDER $5000,1,1100 MELVILLE ST,49.2867472,-123.1227744
5-24-09 11:00 PM,2300,THEFT BICYCLE UNDER $5000,3,700 KINGSWAY,49.256334,-123.0896427
5-25-09 3:47 AM,347,THEFT BICYCLE UNDER $5000,3,0 E 11TH AVE,49.2611581,-123.1048723
5-25-09 7:00 AM,700,THEFT BICYCLE UNDER $5000,3,3200 DUMFRIES ST,49.2554801,-123.072817
5-25-09 8:15 AM,815,THEFT BICYCLE UNDER $5000,4,1800 STEPHENS ST,49.2701248,-123.1662921
5-25-09 10:20 AM,1020,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
5-25-09 4:36 PM,1636,THEFT BICYCLE UNDER $5000,1,1100 SEYMOUR ST,49.2774983,-123.1236728
5-25-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,1000 BURRARD ST,49.2811755,-123.1259815
5-25-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,1600 HARWOOD ST,49.2847826,-123.1422576
5-25-09 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,BURRARD ST / HELMCKEN ST,49.2801491,-123.127601
5-26-09 1:00 AM,100,THEFT BICYCLE UNDER $5000,4,1100 W 14TH AVE,49.2587216,-123.1293097
5-26-09 11:15 PM,2315,THEFT BICYCLE UNDER $5000,1,BUTE ST / W GEORGIA ST,49.2871377,-123.1252808
5-27-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,400 E 11TH AVE,49.2606641,-123.0948449
5-27-09 10:00 AM,1000,THEFT BICYCLE UNDER $5000,4,500 W 12TH AVE,49.260068,-123.1152617
5-27-09 4:45 PM,1645,THEFT BICYCLE UNDER $5000,1,1800 HARO ST,49.2908244,-123.1365931
5-27-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,CAMBIE ST / WATER ST,49.2843139,-123.1087911
5-27-09 10:00 PM,2200,THEFT BICYCLE UNDER $5000,3,3900 PRINCE ALBERT ST,49.2491333,-123.0877198
5-27-09 10:00 PM,2200,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 8TH AVE,49.2641129,-123.1149375
5-28-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
5-28-09 7:45 AM,745,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
5-28-09 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,1100 SEYMOUR ST,49.2774983,-123.1236728
5-28-09 1:46 PM,1346,THEFT BICYCLE UNDER $5000,1,HOWE ST / W CORDOVA ST,49.2866174,-123.1138591
5-29-09 7:30 AM,730,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
5-29-09 12:49 PM,1249,THEFT BICYCLE UNDER $5000,1,700 W GEORGIA ST,49.2806956,-123.1185011
5-29-09 1:50 PM,1350,THEFT BICYCLE UNDER $5000,4,2200 W BROADWAY AVE,49.2638571,-123.1554613
5-29-09 4:00 PM,1600,THEFT BICYCLE UNDER $5000,4,4400 OAK ST,49.2061899,-123.1302997
5-29-09 5:18 PM,1718,THEFT BICYCLE UNDER $5000,4,CYPRESS ST / OGDEN AVE,49.2767967,-123.1476414
5-29-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,1900 COMOX ST,49.2897136,-123.141332
5-29-09 9:30 PM,2130,THEFT BICYCLE UNDER $5000,2,COMMERCIAL DR / E 6TH AVE,49.2650689,-123.069708
5-29-09 9:30 PM,2130,THEFT BICYCLE UNDER $5000,3,COMMERCIAL DR / E BROADWAY AVE,49.2623855,-123.0697676
5-30-09 8:40 AM,840,THEFT BICYCLE UNDER $5000,2,100 KEEFER PL,49.2798055,-123.1082595
5-30-09 9:00 AM,900,THEFT BICYCLE UNDER $5000,2,CAMBIE ST / W HASTINGS ST,49.282533,-123.1095664
5-30-09 1:30 PM,1330,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
5-30-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,2000 GRANT ST,49.27125,-123.0636627
5-30-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,1,800 GRANVILLE ST,49.2810947,-123.1195952
5-30-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,500 PACIFIC ST,49.2734528,-123.1271099
5-31-09 11:00 AM,1100,THEFT BICYCLE UNDER $5000,2,100 MILROSS AVE,49.2760645,-123.1020796
5-31-09 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,1400 LABURNUM ST,49.2735159,-123.1513493
5-31-09 9:41 PM,2141,THEFT BICYCLE UNDER $5000,3,0 DIEPPE PL,49.2562432,-123.0262536
2006-01-09 0:00,0,THEFT BICYCLE UNDER $5000,3,400 E 6TH AVE,49.2654117,-123.0958045
2006-01-09 14:00,1400,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
2006-01-09 16:00,1600,THEFT BICYCLE UNDER $5000,3,2700 CHANDLERY PL,49.2067677,-123.0513016
2006-01-09 20:00,2000,THEFT BICYCLE UNDER $5000,4,100 W 10TH AVE,49.2621055,-123.106811
2006-02-09 10:36,1036,THEFT BICYCLE UNDER $5000,3,NULL,, 
2006-02-09 17:45,1745,THEFT BICYCLE UNDER $5000,4,2300 CORNWALL AVE,49.2725899,-123.1574655
2006-02-09 19:15,1915,THEFT BICYCLE UNDER $5000,4,100 E 23RD AVE,49.2502704,-123.1027814
2006-03-09 0:00,0,THEFT BICYCLE UNDER $5000,1,1000 MARINASIDE CRES,49.2728853,-123.1200149
2006-03-09 7:00,700,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
2006-03-09 8:30,830,THEFT BICYCLE UNDER $5000,4,4400 OAK ST,49.2061899,-123.1302997
2006-03-09 20:00,2000,THEFT BICYCLE UNDER $5000,1,800 CAMBIE ST,49.2781497,-123.1150186
2006-03-09 22:00,2200,THEFT BICYCLE UNDER $5000,1,1300 BURNABY ST,49.2821381,-123.1360802
2006-03-09 22:00,2200,THEFT BICYCLE UNDER $5000,1,DAVIE ST / CARDERO ST,49.2852343,-123.1386473
2006-04-09 8:30,830,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
2006-04-09 20:54,2054,THEFT BICYCLE UNDER $5000,1,900 CANADA PL,49.2872868,-123.1137298
2006-04-09 21:00,2100,THEFT BICYCLE UNDER $5000,1,1200 MELVILLE ST,49.2878026,-123.1240901
2006-05-09 7:00,700,THEFT BICYCLE UNDER $5000,1,700 W GEORGIA ST,49.2806956,-123.1185011
2006-05-09 12:00,1200,THEFT BICYCLE UNDER $5000,4,4600 W 10TH AVE,49.2638681,-123.2123184
2006-05-09 18:30,1830,THEFT BICYCLE UNDER $5000,1,1000 MAINLAND ST,49.2784999,-123.1156312
2006-05-09 22:00,2200,THEFT BICYCLE UNDER $5000,3,6100 FRASER ST,49.2292235,-123.0906351
2006-06-09 6:00,600,THEFT BICYCLE UNDER $5000,3,0 E 16TH AVE,49.2565649,-123.0964954
2006-06-09 13:00,1300,THEFT BICYCLE UNDER $5000,2,1400 QUEBEC ST,49.273098,-123.1016084
2006-06-09 17:00,1700,THEFT BICYCLE UNDER $5000,1,GRANVILLE ST / W GEORGIA ST,49.2825018,-123.1181052
2006-07-09 6:54,654,THEFT BICYCLE UNDER $5000,2,MAIN ST / E HASTINGS ST,49.2813379,-123.0996491
2006-07-09 16:00,1600,THEFT BICYCLE UNDER $5000,1,ROBSON ST / THURLOW ST,49.2846045,-123.124824
2006-08-09 0:00,0,THEFT BICYCLE UNDER $5000,3,1100 E 41ST AVE,49.2327151,-123.082497
2006-08-09 10:30,1030,THEFT BICYCLE UNDER $5000,2,FRANKLIN ST / PENTICTON ST,49.2820817,-123.0519491
2006-08-09 13:00,1300,THEFT BICYCLE UNDER $5000,2,ABBOTT ST / KEEFER PL,49.2796866,-123.1076003
2006-08-09 17:00,1700,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
2006-08-09 17:00,1700,THEFT BICYCLE UNDER $5000,1,400 STANLEY PARK DR,49.2973956,-123.1359177
2006-08-09 19:30,1930,THEFT BICYCLE UNDER $5000,4,200 W 10TH AVE,49.2621487,-123.1093591
2006-08-09 20:45,2045,THEFT BICYCLE UNDER $5000,3,5500 CULLODEN ST,49.2348258,-123.078323
2006-09-09 0:00,0,THEFT BICYCLE UNDER $5000,4,3800 W 19TH AVE,49.2555829,-123.1881674
2006-09-09 23:00,2300,THEFT BICYCLE UNDER $5000,2,E PENDER ST / CARRALL ST,49.2805098,-123.1043606
2006-10-09 0:30,30,THEFT BICYCLE UNDER $5000,1,1000 BEACH AVE,49.275995,-123.133781
2006-10-09 2:12,212,THEFT BICYCLE UNDER $5000,1,300 W GEORGIA ST,49.2799928,-123.1145652
2006-10-09 2:35,235,THEFT BICYCLE UNDER $5000,1,DAVIE ST / JERVIS ST,49.2828203,-123.1349173
2006-10-09 15:00,1500,THEFT BICYCLE UNDER $5000,3,3500 CORNETT RD,49.2604363,-123.0302539
2006-10-09 18:00,1800,THEFT BICYCLE UNDER $5000,4,3700 W 11TH AVE,49.2625471,-123.1859296
2006-11-09 14:00,1400,THEFT BICYCLE UNDER $5000,4,1400 ANDERSON ST,49.2699112,-123.1370577
2006-11-09 16:00,1600,THEFT BICYCLE UNDER $5000,1,BIDWELL ST / DAVIE ST,49.2862473,-123.1402213
2006-11-09 20:30,2030,THEFT BICYCLE UNDER $5000,1,1600 GRANVILLE ST,49.2731466,-123.1319998
2006-11-09 22:30,2230,THEFT BICYCLE UNDER $5000,4,3100 W 8TH AVE,49.2650435,-123.1740579
2006-12-09 12:30,1230,THEFT BICYCLE UNDER $5000,2,2900 E HASTINGS ST,49.2811512,-123.0371249
2006-12-09 14:00,1400,THEFT BICYCLE UNDER $5000,3,6800 MAIN ST,49.2124254,-123.1021388
2006-12-09 20:00,2000,THEFT BICYCLE UNDER $5000,2,200 COLUMBIA ST,49.2823104,-123.1022109
2006-12-09 21:15,2115,THEFT BICYCLE UNDER $5000,1,900 HOWE ST,49.2806188,-123.1221548
6-13-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,ABBOTT ST / W CORDOVA ST,49.282952,-123.1067515
6-13-09 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,900 COOPERAGE WAY,49.2742735,-123.1130119
6-13-09 1:00 PM,1300,THEFT BICYCLE UNDER $5000,1,1500 ROBSON ST,49.2887818,-123.1314195
6-13-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,2,KEEFER ST / MAIN ST,49.2794823,-123.0997373
6-13-09 5:35 PM,1735,THEFT BICYCLE UNDER $5000,3,COMMERCIAL DR / E BROADWAY AVE,49.2623855,-123.0697676
6-13-09 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,1000 HORNBY ST,49.2802615,-123.1255384
6-13-09 8:02 PM,2002,THEFT BICYCLE UNDER $5000,1,500 HOMER ST,49.2827388,-123.111928
6-13-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,3,300 E 15TH AVE,49.2574659,-123.0982162
6-14-09 5:58 AM,558,THEFT BICYCLE UNDER $5000,3,200 E 15TH AVE,49.2575017,-123.1011544
6-14-09 12:00 PM,1200,THEFT BICYCLE UNDER $5000,1,DUNSMUIR ST / HOWE ST,49.2842879,-123.1174136
6-14-09 7:00 PM,1900,THEFT BICYCLE UNDER $5000,1,600 CITADEL PRDE,49.2793856,-123.1101803
6-15-09 11:47 AM,1147,THEFT BICYCLE UNDER $5000,1,500 PACIFIC ST,49.2734528,-123.1271099
6-15-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,4,1900 W BROADWAY AVE,49.263605,-123.1483428
6-15-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,3,1200 E 13TH AVE,49.2587408,-123.0795199
6-15-09 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,W PENDER ST / ABBOTT ST,49.2810977,-123.1075616
6-16-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,3,0 E 14TH AVE,49.2584812,-123.1049839
6-16-09 2:05 AM,205,THEFT BICYCLE UNDER $5000,1,1100 GILFORD ST,49.2893534,-123.1417231
6-16-09 7:30 AM,730,THEFT BICYCLE UNDER $5000,1,500 BURRARD ST,49.2865676,-123.1178057
6-16-09 11:30 AM,1130,THEFT BICYCLE UNDER $5000,1,700 W PENDER ST,49.2847912,-123.1152765
6-16-09 4:00 PM,1600,THEFT BICYCLE UNDER $5000,1,1000 HARO ST,49.2887013,-123.133391
6-16-09 4:30 PM,1630,THEFT BICYCLE UNDER $5000,1,1000 DUNSMUIR ST,49.2855371,-123.1194083
6-16-09 6:15 PM,1815,THEFT BICYCLE UNDER $5000,4,800 W 8TH AVE,49.2642521,-123.121905
6-16-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,2,1200 E PENDER ST,49.2803936,-123.0790904
6-17-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,1700 NAPIER ST,49.2748411,-123.0694257
6-17-09 7:30 AM,730,THEFT BICYCLE UNDER $5000,2,100 W HASTINGS ST,49.2820148,-123.1073258
6-17-09 1:20 PM,1320,THEFT BICYCLE UNDER $5000,3,2700 CHANDLERY PL,49.2067677,-123.0513016
6-17-09 3:30 PM,1530,THEFT BICYCLE UNDER $5000,2,2400 E HASTINGS ST,49.2811569,-123.0564014
6-17-09 3:33 PM,1533,THEFT BICYCLE UNDER $5000,1,900 DAVIE ST,49.2784346,-123.1281951
6-17-09 6:30 PM,1830,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W BROADWAY AVE,49.2632359,-123.1150281
6-17-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,1,700 HORNBY ST,49.2837053,-123.1201634
6-17-09 11:30 PM,2330,THEFT BICYCLE UNDER $5000,3,100 E 8TH AVE,49.2637253,-123.1029113
6-18-09 4:30 AM,430,THEFT BICYCLE UNDER $5000,3,100 E 16TH AVE,49.2565942,-123.1031401
6-18-09 8:30 AM,830,THEFT BICYCLE UNDER $5000,3,0 E 14TH AVE,49.2584812,-123.1049839
6-18-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,4400 OAK ST,49.2061899,-123.1302997
6-18-09 5:07 PM,1707,THEFT BICYCLE UNDER $5000,1,500 HORNBY ST,49.2856055,-123.1172741
6-18-09 6:20 PM,1820,THEFT BICYCLE UNDER $5000,4,2300 CORNWALL AVE,49.2725899,-123.1574655
6-18-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
6-18-09 10:19 PM,2219,THEFT BICYCLE UNDER $5000,1,200 DAVIE ST,49.2743625,-123.1219157
6-18-09 11:15 PM,2315,THEFT BICYCLE UNDER $5000,1,1100 DAVIE ST,49.2804972,-123.131329
6-19-09 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,1200 NICOLA ST,49.2844473,-123.13743
6-19-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,3,2700 CHANDLERY PL,49.2067677,-123.0513016
6-19-09 4:45 PM,1645,THEFT BICYCLE UNDER $5000,2,SCOTIA ST / E 2ND AVE,49.2677655,-123.0981905
6-19-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,CAMBIE ST / W 7TH AVE,49.2649139,-123.1146963
6-19-09 6:17 PM,1817,THEFT BICYCLE UNDER $5000,4,2200 W 2ND AVE,49.2699235,-123.154952
6-19-09 6:30 PM,1830,THEFT BICYCLE UNDER $5000,1,800 HORNBY ST,49.282123,-123.121993
6-19-09 8:00 PM,2000,THEFT BICYCLE UNDER $5000,1,300 W PENDER ST,49.2821596,-123.1110125
6-19-09 11:59 PM,2359,THEFT BICYCLE UNDER $5000,4,500 W 8TH AVE,49.2641093,-123.1149696
6-20-09 11:00 AM,1100,THEFT BICYCLE UNDER $5000,4,3800 W 22ND AVE,49.2528687,-123.1881873
6-20-09 2:06 PM,1406,THEFT BICYCLE UNDER $5000,2,1100 E HASTINGS ST,49.2810465,-123.0794283
6-20-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
6-20-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,4,4700 DUNBAR ST,49.2442185,-123.1852289
6-20-09 7:20 PM,1920,THEFT BICYCLE UNDER $5000,1,DAVIE ST / BURRARD ST,49.2790867,-123.1291853
6-20-09 7:30 PM,1930,THEFT BICYCLE UNDER $5000,2,ALEXANDER ST / COLUMBIA ST,49.2837509,-123.1021687
6-20-09 9:00 PM,2100,THEFT BICYCLE UNDER $5000,2,200 E GEORGIA ST,49.2785516,-123.0989255
6-20-09 11:00 PM,2300,THEFT BICYCLE UNDER $5000,2,200 E GEORGIA ST,49.2785516,-123.0989255
6-21-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,1,400 SEYMOUR ST,49.2846285,-123.1129172
6-21-09 12:01 AM,1,THEFT BICYCLE UNDER $5000,4,2900 FIR ST,49.2598773,-123.1411433
6-21-09 1:30 AM,130,THEFT BICYCLE UNDER $5000,4,2600 ASH ST,49.2622987,-123.1175203
6-21-09 4:00 PM,1600,THEFT BICYCLE UNDER $5000,2,1400 QUEBEC ST,49.273098,-123.1016084
6-21-09 5:00 PM,1700,THEFT BICYCLE UNDER $5000,1,100 DRAKE ST,49.2719522,-123.1213996
6-21-09 5:30 PM,1730,THEFT BICYCLE UNDER $5000,4,500 W 12TH AVE,49.260068,-123.1152617
6-22-09 11:00 AM,1100,THEFT BICYCLE UNDER $5000,3,2000 E 27TH AVE,49.2462478,-123.0375218
6-22-09 3:49 PM,1549,THEFT BICYCLE UNDER $5000,3,KINGSWAY / TYNE ST,49.231995,-123.0313473
6-22-09 5:45 PM,1745,THEFT BICYCLE UNDER $5000,4,100 W BROADWAY AVE,49.2630401,-123.1069558
6-22-09 7:00 PM,1900,THEFT BICYCLE UNDER $5000,2,1200 MAIN ST,49.2722535,-123.0999466
6-22-09 7:00 PM,1900,THEFT BICYCLE UNDER $5000,3,E 15TH AVE / QUEBEC ST,49.2575266,-123.1031903
6-23-09 9:00 AM,900,THEFT BICYCLE UNDER $5000,1,800 W HASTINGS ST,49.2859757,-123.1149188
6-23-09 4:05 PM,1605,THEFT BICYCLE UNDER $5000,1,800 DENMAN ST,49.291466,-123.1354743
6-23-09 5:30 PM,1730,THEFT BICYCLE UNDER $5000,1,400 ROBSON ST,49.2797047,-123.1171567
6-23-09 6:45 PM,1845,THEFT BICYCLE UNDER $5000,3,COMMERCIAL DR / E BROADWAY AVE,49.2623855,-123.0697676
6-23-09 8:41 PM,2041,THEFT BICYCLE UNDER $5000,2,300 WATER ST,49.2839614,-123.1072798
6-23-09 11:20 PM,2320,THEFT BICYCLE UNDER $5000,4,1600 W 1ST AVE,49.2705834,-123.1413772
6-24-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,4,800 W 12TH AVE,49.260502,-123.1218318
6-24-09 2:00 PM,1400,THEFT BICYCLE UNDER $5000,2,2100 E BROADWAY AVE,49.262261,-123.0620346
6-25-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,4,2900 FIR ST,49.2598773,-123.1411433
6-25-09 7:00 PM,1900,THEFT BICYCLE UNDER $5000,4,600 SW MARINE DR,49.2087392,-123.1202489
6-26-09 12:00 AM,0,THEFT BICYCLE UNDER $5000,2,E 1ST AVE / SEMLIN DR,49.2695573,-123.0638056
6-26-09 6:48 PM,1848,THEFT BICYCLE UNDER $5000,4,W BROADWAY AVE / ONTARIO ST,49.2630088,-123.104888
6-26-09 11:00 PM,2300,THEFT BICYCLE UNDER $5000,1,BEATTY ST / ROBSON ST,49.2775846,-123.1139866
6-27-09 10:00 AM,1000,THEFT BICYCLE UNDER $5000,1,1000 MARINASIDE CRES,49.2728853,-123.1200149
6-27-09 1:00 PM,1300,THEFT BICYCLE UNDER $5000,4,1600 JOHNSTON ST,49.2719744,-123.135084
6-27-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,2,1400 QUEBEC ST,49.273098,-123.1016084
6-27-09 3:00 PM,1500,THEFT BICYCLE UNDER $5000,4,4700 QUEBEC ST,49.2427027,-123.1026541
6-27-09 3:30 PM,1530,THEFT BICYCLE UNDER $5000,4,3800 ONTARIO ST,49.2510348,-123.1048686
